
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0081                          J6                                 5   1      9   9   1 10         10 0 RESETn              (4631-1-13)
70-0081                          J6                                 0   2      1   1   2 7           7 1                     (0-0-0)
70-0086                          J2                                70   1      1   1   1 MA          1 0 GND                 (43-1-13)
70-0086                          J2                                70   1      2   2   1 MB          2 0 GND                 (43-1-13)
70-0086                          J2                                70   1      3   3   1 1           3 0 GND                 (43-1-13)
70-0086                          J2                                70   1      4   4   1 2           4 0 VBAT                (4639-1-13)
70-0087                          J5                                31   1      1   1   1 FEED        1 0 XSIG030058          (4707-1-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0087                          J5                                31   1      2   2   1 GND1        2 0 GND                 (43-1-13)
70-0087                          J5                                31   1      3   3   1 GND2        3 0 GND                 (43-1-13)
80-0050                          U2                                 3   1      1   1   1 1           1 0 XSIG030051          (4696-2-13)
80-0050                          U2                                 0   2      1   1   2 2           2 1                     (0-0-0)
80-0050                          U3                                 4   1      1   1   1 1           1 0 XSIG040092          (4696-6-13)
80-0050                          U3                                 0   2      1   1   2 2           2 1                     (0-0-0)
80-0071                          U5                                 7   1      1   1   1 43         40 0 XSIG030058          (4707-1-13)
80-0071                          U5                                 7   1      2   2   1 47         44 0 XSIG030059          (4707-2-13)
80-0071                          U5                                 7   1      3   3   1 9           9 0                     (0-0-0)
80-0071                          U5                                 7   1      4   4   1 4           4 0                     (0-0-0)
80-0071                          U5                                 7   1      5   5   1 5           5 0                     (0-0-0)
80-0071                          U5                                 7   1      6   6   1 6           6 0                     (0-0-0)
80-0071                          U5                                 7   1      7   7   1 7           7 0                     (0-0-0)
80-0071                          U5                                 7   1      8   8   1 8           8 0                     (0-0-0)
80-0071                          U5                                 7   1      9   9   1 13         12 0                     (0-0-0)
80-0071                          U5                                 7   1     10  10   1 17         16 0 UART_WIFI2UC_TS     (4264-4-13)
80-0071                          U5                                 7   1     11  11   1 18         17 0 UART_UC2WIFI_TS     (4264-5-13)
80-0071                          U5                                 7   1     12  12   1 21         20 0                     (0-0-0)
80-0071                          U5                                 7   1     13  13   1 22         21 0                     (0-0-0)
80-0071                          U5                                 7   1     14  14   1 23         22 0                     (0-0-0)
80-0071                          U5                                 7   1     15  15   1 24         23 0                     (0-0-0)
80-0071                          U5                                 7   1     16  16   1 25         24 0                     (0-0-0)
80-0071                          U5                                 7   1     17  17   1 28         26 0                     (0-0-0)
80-0071                          U5                                 7   1     18  18   1 29         27 0                     (0-0-0)
80-0071                          U5                                 7   1     19  19   1 30         28 0                     (0-0-0)
80-0071                          U5                                 7   1     20  20   1 31         29 0                     (0-0-0)
80-0071                          U5                                 7   1     21  21   1 32         30 0 WIFI_WAKE           (4635-1-13)
80-0071                          U5                                 7   1     22  22   1 33         31 0                     (0-0-0)
80-0071                          U5                                 7   1     23  23   1 34         32 0 WIFI_RSTn           (4631-2-13)
80-0071                          U5                                 7   1     24  24   1 14         13 0                     (0-0-0)
80-0071                          U5                                 7   1     25  25   1 16         15 0                     (0-0-0)
80-0071                          U5                                 7   1     26  26   1 15         14 0                     (0-0-0)
80-0071                          U5                                 7   1     27  27   1 19         18 0 UART_UC2WIFI        (4228-18-13)
80-0071                          U5                                 7   1     28  28   1 20         19 0 UART_WIFI2UC        (4228-19-13)
80-0071                          U5                                 7   1     29  29   1 3           3 0 VCC                 (43-2-13)
80-0071                          U5                                 7   1     30  30   1 10         10 0 VCC                 (43-2-13)
80-0071                          U5                                 7   1     31  31   1 35         33 0 VCC                 (43-2-13)
80-0071                          U5                                 7   2      1   1   2 2           2 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1   3 51         48 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1   4 50         47 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1   5 49         46 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1   6 48         45 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1   7 46         43 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1   8 45         42 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1   9 44         41 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1  10 42         39 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1  11 41         38 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1  12 40         37 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1  13 39         36 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1  14 37_38      35 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1  15 36         34 0 GND                 (43-1-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
80-0071                          U5                                 7   2      1   1  16 26_27      25 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1  17 11_12      11 0 GND                 (43-1-13)
80-0071                          U5                                 7   2      1   1  18 1_52        1 0 GND                 (43-1-13)
83-0025                          QZ2                               42   1      1   1   1 1           1 0 XSIG040069          (4631-30-13)
83-0025                          QZ2                               42   1      2   2   1 3           3 0 XSIG040071          (4631-31-13)
83-0025                          QZ2                                0   2      1   1   2 2           2 1                     (0-0-0)
83-0025                          QZ2                                0   2      1   1   3 4           4 1                     (0-0-0)
83-0027                          QZ3                               79   1      1   1   1 1           1 0 XSIG040074          (4631-32-13)
83-0027                          QZ3                               79   1      2   2   1 2           2 0 XSIG040076          (4631-33-13)
83-0028                          QZ1                               21   1      1   1   1 1           1 0 XSIG011613          (4292-8-13)
83-0028                          QZ1                               21   1      2   2   1 3           3 0 XSIG011611          (4292-7-13)
83-0028                          QZ1                                0   2      1   1   2 2           2 1                     (0-0-0)
83-0028                          QZ1                                0   2      1   1   3 4           4 1                     (0-0-0)
